City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
1,Asau,RO,75.96,broken clouds,46.4333,26.4,Casa Mika Ciobanus
9,Puerto Ayora,EC,78.76,broken clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
11,Ribeira Grande,PT,75.6,scattered clouds,38.5167,-28.7,Quinta da Meia Eira
15,Faanui,PF,79.56,clear sky,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
17,Maine-Soroa,NE,85.35,scattered clouds,13.2114,12.0241,Complexe
