City_ID,City,Country,Date,Current Description,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
260,Port Hardy,CA,2022-07-24 16:00:57,broken clouds,50.6996,-127.4199,58.6,82,78,7.0
261,Klaksvik,FO,2022-07-24 16:00:58,overcast clouds,62.2266,-6.589,54.52,92,100,27.94
262,Ikungi,TZ,2022-07-24 16:00:58,few clouds,-5.1333,34.7667,69.17,39,19,6.62
263,Salinopolis,BR,2022-07-24 16:00:58,broken clouds,-0.6136,-47.3561,86.83,60,80,8.34
264,Fukuma,JP,2022-07-24 16:00:59,light rain,33.7667,130.4667,81.28,93,39,5.59
265,Djibo,BF,2022-07-24 16:00:59,overcast clouds,14.1022,-1.6306,82.94,62,100,6.38
266,Holoby,UA,2022-07-24 16:01:00,few clouds,51.0865,25.0077,74.05,50,17,12.19
267,Cabo San Lucas,MX,2022-07-24 15:59:20,broken clouds,22.8909,-109.9124,85.6,82,75,5.37
268,Aswan,EG,2022-07-24 16:01:00,overcast clouds,24.0934,32.907,103.33,8,100,13.51
269,Hirado,JP,2022-07-24 16:01:01,scattered clouds,33.3597,129.5531,80.38,88,31,5.97
270,Soure,BR,2022-07-24 16:01:01,scattered clouds,-0.7167,-48.5233,84.9,65,44,6.53
271,Mafinga,TZ,2022-07-24 16:01:02,clear sky,-7.25,35.0667,76.71,34,9,6.46
272,Hami,CN,2022-07-24 16:01:02,overcast clouds,42.8,93.45,92.16,17,90,13.53
273,Avarua,CK,2022-07-24 16:01:03,few clouds,-21.2078,-159.775,69.85,56,20,5.75
274,Gouyave,GD,2022-07-24 16:01:03,clear sky,12.1646,-61.7296,80.94,68,1,14.97
275,Privodino,RU,2022-07-24 16:01:04,light rain,61.0781,46.5044,69.24,89,78,4.9
276,Immokalee,US,2022-07-24 16:01:04,few clouds,26.4187,-81.4173,90.95,66,20,8.05
277,Camacha,PT,2022-07-24 16:02:05,few clouds,33.0833,-16.3333,74.62,73,20,18.41
278,Tingi,TZ,2022-07-24 16:02:05,broken clouds,-11.3,35.0333,63.55,62,51,3.53
279,Dongsheng,CN,2022-07-24 16:02:05,light rain,39.8161,109.9776,67.46,53,97,22.64
280,Hammerfest,NO,2022-07-24 16:02:06,broken clouds,70.6634,23.6821,52.25,76,75,10.36
281,Gudari,IN,2022-07-24 16:02:06,moderate rain,19.35,83.7833,77.76,95,100,3.4
282,Adelaide,AU,2022-07-24 16:00:39,light rain,-34.9333,138.6,58.15,83,100,13.8
283,Kwinana,AU,2022-07-24 16:02:07,overcast clouds,-32.25,115.7667,52.81,64,95,9.6
284,Cidreira,BR,2022-07-24 16:02:07,broken clouds,-30.1811,-50.2056,70.84,75,77,4.29
285,Marawi,PH,2022-07-24 16:02:07,overcast clouds,7.9986,124.2928,70.39,91,100,3.44
286,Oranjemund,NA,2022-07-24 16:02:08,clear sky,-28.55,16.4333,63.43,47,0,8.39
287,Bonavista,CA,2022-07-24 16:02:08,scattered clouds,48.6499,-53.1147,67.01,72,33,7.02
288,Sidi Ali,DZ,2022-07-24 16:02:08,clear sky,36.0998,0.4206,87.03,41,0,10.36
289,Taloqan,AF,2022-07-24 16:02:09,clear sky,36.7361,69.5345,91.78,15,3,5.68
290,Guiglo,CI,2022-07-24 16:02:09,overcast clouds,6.5456,-7.4966,72.54,85,100,2.3
291,Port Macquarie,AU,2022-07-24 16:02:10,clear sky,-31.4333,152.9167,46.89,90,10,5.97
292,Nueve De Julio,AR,2022-07-24 16:02:10,overcast clouds,-35.4444,-60.8831,64.63,75,94,10.16
293,Maan,PH,2022-07-24 16:02:10,overcast clouds,5.9339,124.7356,78.37,82,100,2.62
294,Fowa,NG,2022-07-24 16:02:11,overcast clouds,8.9167,6.4,84.0,66,88,3.33
295,Sistranda,NO,2022-07-24 16:02:11,light rain,63.7256,8.834,64.36,84,100,19.71
296,Jaguaquara,BR,2022-07-24 16:02:11,broken clouds,-13.5306,-39.9708,70.11,75,83,9.78
297,Nyurba,RU,2022-07-24 16:02:12,scattered clouds,63.2842,118.3319,67.06,77,38,7.96
298,Havoysund,NO,2022-07-24 16:02:12,light rain,70.9963,24.6622,52.03,80,93,15.1
299,Takapau,NZ,2022-07-24 16:02:13,overcast clouds,-40.0333,176.35,44.73,95,99,5.88
300,Balabac,PH,2022-07-24 16:02:13,overcast clouds,7.9868,117.0645,82.31,76,88,4.74
301,Ejido,VE,2022-07-24 16:02:13,broken clouds,8.5514,-71.2375,78.37,62,80,5.99
302,Xinqing,CN,2022-07-24 16:02:14,clear sky,48.2333,129.5,59.59,97,4,2.24
303,Quatre Cocos,MU,2022-07-24 16:02:14,few clouds,-20.2078,57.7625,68.11,72,15,13.06
304,Qaqortoq,GL,2022-07-24 16:02:15,scattered clouds,60.7167,-46.0333,48.49,72,48,3.27
305,Kholmy,UA,2022-07-24 16:02:15,overcast clouds,51.871,32.6006,68.09,76,100,11.48
306,Asau,RO,2022-07-24 16:02:15,overcast clouds,46.4333,26.4,78.28,68,95,11.83
307,Airai,TL,2022-07-24 16:02:16,overcast clouds,-8.9266,125.4092,53.53,86,87,2.01
308,Tilichiki,RU,2022-07-24 16:02:16,overcast clouds,60.4667,166.1,49.08,87,98,6.8
309,College,US,2022-07-24 15:59:25,scattered clouds,64.8569,-147.8028,55.29,75,40,4.61
310,Daru,PG,2022-07-24 16:02:17,overcast clouds,-9.0763,143.2092,76.44,89,100,14.67
311,Gimli,CA,2022-07-24 16:02:17,overcast clouds,50.6336,-96.9907,61.05,60,100,10.25
312,Namie,JP,2022-07-24 16:02:17,few clouds,37.4833,141.0,74.71,93,16,3.2
313,Kavaratti,IN,2022-07-24 16:02:18,overcast clouds,10.5669,72.642,81.3,78,95,12.48
314,Kosh-Agach,RU,2022-07-24 16:02:18,scattered clouds,50.0,88.6667,49.91,64,44,6.17
315,Acajutla,SV,2022-07-24 16:02:18,overcast clouds,13.5928,-89.8275,84.56,65,99,1.45
316,Chanika,TZ,2022-07-24 16:02:19,overcast clouds,-5.4167,38.0167,67.39,73,91,4.92
317,Kirkwall,GB,2022-07-24 16:00:16,broken clouds,58.9848,-2.9587,64.45,82,75,6.91
318,Khatassy,RU,2022-07-24 16:02:20,scattered clouds,61.9036,129.6383,62.58,81,42,4.23
319,Berbera,SO,2022-07-24 16:02:20,broken clouds,10.4396,45.0143,93.85,41,52,12.84
320,Keti Bandar,PK,2022-07-24 16:02:20,heavy intensity rain,24.1447,67.4497,80.08,90,100,18.52
321,Iqaluit,CA,2022-07-24 16:02:21,overcast clouds,63.7506,-68.5145,47.7,87,96,5.99
322,Amahai,ID,2022-07-24 16:03:21,overcast clouds,-3.3333,128.9167,75.69,88,86,4.23
323,Francisco Sa,BR,2022-07-24 16:03:21,broken clouds,-16.4758,-43.4883,83.73,29,69,8.84
324,Asfi,MA,2022-07-24 16:03:22,broken clouds,32.2994,-9.2372,80.04,69,75,22.64
325,Lhokseumawe,ID,2022-07-24 16:03:22,overcast clouds,5.1801,97.1507,77.99,87,99,3.85
326,Paamiut,GL,2022-07-24 16:03:23,broken clouds,61.994,-49.6678,41.76,93,52,5.23
327,Sebezh,RU,2022-07-24 16:03:23,light rain,56.2955,28.4654,64.76,86,92,3.83
328,Tiksi,RU,2022-07-24 16:03:24,few clouds,71.6872,128.8694,43.34,83,23,3.58
329,Petropavlovsk-Kamchatskiy,RU,2022-07-24 16:03:24,overcast clouds,53.0452,158.6483,50.86,96,96,5.41
330,Hun,LY,2022-07-24 16:03:24,clear sky,29.1268,15.9477,95.63,16,0,17.07
331,Katsuura,JP,2022-07-24 16:03:25,overcast clouds,35.1333,140.3,77.86,88,100,13.15
332,Komsomolskiy,UZ,2022-07-24 16:03:25,clear sky,40.4272,71.7189,97.52,12,6,11.5
333,Esperance,AU,2022-07-24 16:03:26,overcast clouds,-33.8667,121.9,53.82,64,85,10.83
334,Tahta,EG,2022-07-24 16:03:26,clear sky,26.7693,31.5021,100.44,11,9,18.52
335,Jumla,NP,2022-07-24 15:59:53,overcast clouds,29.2747,82.1838,63.23,98,88,1.68
336,Nha Trang,VN,2022-07-24 16:03:27,few clouds,12.25,109.1833,82.4,90,24,2.86
337,Uttarkashi,IN,2022-07-24 16:03:27,overcast clouds,30.7333,78.45,75.09,91,94,1.12
338,Vitim,RU,2022-07-24 16:03:27,overcast clouds,59.4511,112.5578,64.0,97,91,0.89
339,Jolalpan,MX,2022-07-24 16:03:28,broken clouds,18.325,-98.8417,81.97,52,72,2.19
340,Andenes,NO,2022-07-24 16:01:23,few clouds,69.3143,16.1194,53.58,76,20,11.5
341,Bethel,US,2022-07-24 16:03:28,scattered clouds,41.3712,-73.414,92.19,56,42,1.01
342,Vieques,PR,2022-07-24 16:03:29,clear sky,18.425,-65.8329,86.85,71,7,16.17
343,Praia,CV,2022-07-24 16:03:29,light rain,14.9215,-23.5087,80.01,80,94,10.69
344,Linxia,CN,2022-07-24 16:03:29,clear sky,35.6003,103.2064,62.67,73,1,3.62
345,Namatanai,PG,2022-07-24 15:58:37,scattered clouds,-3.6667,152.4333,78.94,85,31,6.8
346,Krasnoselkup,RU,2022-07-24 16:03:30,heavy intensity rain,65.7,82.4667,56.95,98,100,20.71
347,Port-Gentil,GA,2022-07-24 16:03:30,scattered clouds,-0.7193,8.7815,78.76,73,40,9.22
348,Tura,IN,2022-07-24 16:03:31,light rain,25.5198,90.2201,74.05,96,100,3.58
349,Batagay,RU,2022-07-24 16:03:31,clear sky,67.6333,134.6333,56.21,91,0,1.74
350,Yingkou,CN,2022-07-24 16:00:19,few clouds,40.6648,122.2283,72.21,91,17,7.96
351,Porto Novo,BJ,2022-07-24 16:00:33,broken clouds,6.4965,2.6036,82.13,64,82,9.73
352,Kahului,US,2022-07-24 16:03:32,clear sky,20.8947,-156.47,75.85,82,8,11.01
353,Puerto Ayora,EC,2022-07-24 16:03:32,scattered clouds,-0.7393,-90.3518,73.54,82,46,8.99
354,Kalabo,ZM,2022-07-24 16:03:33,clear sky,-14.97,22.6814,77.09,21,0,4.65
355,Ayan,RU,2022-07-24 16:03:33,broken clouds,56.45,138.1667,57.36,94,71,15.73
356,Pangkalanbuun,ID,2022-07-24 15:59:19,broken clouds,-2.6833,111.6167,73.74,97,60,2.48
357,Finschhafen,PG,2022-07-24 16:03:34,few clouds,-6.6024,147.8681,78.75,80,12,7.36
358,Mahon,ES,2022-07-24 16:03:34,clear sky,39.8885,4.2658,91.96,40,0,10.36
359,Miranda,CO,2022-07-24 16:03:34,overcast clouds,3.2499,-76.2281,80.65,69,86,4.54
360,Husavik,IS,2022-07-24 16:03:35,overcast clouds,66.0449,-17.3389,50.41,79,95,7.31
361,Orcopampa,PE,2022-07-24 16:03:35,few clouds,-15.2661,-72.3417,53.89,31,21,3.0
362,Haimen,CN,2022-07-24 16:03:35,clear sky,23.1935,116.6142,82.36,91,1,9.53
363,Sunland Park,US,2022-07-24 16:03:36,clear sky,31.7965,-106.58,84.79,46,0,9.22
364,Necochea,AR,2022-07-24 16:02:59,overcast clouds,-38.5473,-58.7368,51.44,83,100,10.18
365,Waddan,LY,2022-07-24 16:03:36,clear sky,29.1614,16.139,95.2,17,0,18.3
366,Manitouwadge,CA,2022-07-24 16:03:37,overcast clouds,49.1215,-85.8403,61.05,90,85,6.11
367,Ancud,CL,2022-07-24 16:03:37,overcast clouds,-41.8697,-73.8203,47.23,94,100,3.02
368,Aquiraz,BR,2022-07-24 15:59:40,broken clouds,-3.9014,-38.3911,88.45,64,79,13.73
369,Broome,US,2022-07-24 16:04:38,overcast clouds,42.2506,-75.833,85.91,65,100,11.5
370,Akdepe,TM,2022-07-24 16:04:38,clear sky,42.0551,59.3788,88.47,28,0,17.65
371,Chebsara,RU,2022-07-24 16:04:38,moderate rain,59.2002,38.8356,76.33,88,93,3.49
372,Mehamn,NO,2022-07-24 16:04:39,scattered clouds,71.0357,27.8492,55.31,66,40,11.5
373,Lorengau,PG,2022-07-24 16:04:39,broken clouds,-2.0226,147.2712,82.09,79,56,7.87
374,Bani,DO,2022-07-24 16:04:39,clear sky,18.2833,-70.3333,85.86,50,3,13.11
375,Belmopan,BZ,2022-07-24 16:04:40,overcast clouds,17.25,-88.7667,81.18,78,100,3.51
376,Kalakamati,BW,2022-07-24 16:04:40,broken clouds,-20.5929,27.3121,68.77,24,51,8.28
377,Nemuro,JP,2022-07-24 16:04:41,overcast clouds,43.3236,145.575,60.49,92,88,6.93
378,Xining,CN,2022-07-24 16:04:41,clear sky,36.6167,101.7667,57.83,71,1,1.63
379,Beyneu,KZ,2022-07-24 16:04:41,light rain,45.3167,55.2,81.03,48,76,17.6
380,Pinotepa De Don Luis,MX,2022-07-24 16:04:42,overcast clouds,16.4167,-97.9167,77.04,79,93,0.78
381,Glenwood Springs,US,2022-07-24 16:04:42,overcast clouds,39.5505,-107.3248,71.06,62,100,3.44
382,Bambous Virieux,MU,2022-07-24 16:04:43,scattered clouds,-20.3428,57.7575,68.25,77,40,6.91
383,San Rafael,AR,2022-07-24 16:04:43,scattered clouds,-34.6177,-68.3301,60.1,54,45,7.87
384,Fort Nelson,CA,2022-07-24 16:04:43,broken clouds,58.8053,-122.7002,64.89,39,83,6.53
385,Sokoni,TZ,2022-07-24 16:04:44,clear sky,-6.4333,39.55,76.26,76,2,16.37
386,Cap Malheureux,MU,2022-07-24 16:01:12,clear sky,-19.9842,57.6142,67.46,73,3,5.01
387,Springbok,ZA,2022-07-24 16:04:44,clear sky,-29.6643,17.8865,55.17,25,0,20.54
388,Teya,RU,2022-07-24 16:04:45,overcast clouds,60.3778,92.6267,57.33,74,91,3.62
389,San Cristobal,VE,2022-07-24 16:04:45,overcast clouds,7.7669,-72.225,77.18,36,95,6.87
390,Dalbandin,PK,2022-07-24 16:04:45,moderate rain,28.8947,64.4101,83.07,61,93,13.98
391,Naivasha,KE,2022-07-24 16:04:46,broken clouds,-0.7167,36.4359,64.11,61,83,5.44
392,Sandpoint,US,2022-07-24 16:03:33,clear sky,48.2766,-116.5533,75.72,57,0,4.61
393,Lompoc,US,2022-07-24 16:04:01,mist,34.6391,-120.4579,69.57,90,100,9.22
394,Westport,US,2022-07-24 16:04:46,clear sky,41.1415,-73.3579,95.09,52,0,14.97
395,Ouadda,CF,2022-07-24 16:04:47,light rain,8.0777,22.4007,76.64,89,80,1.7
396,Jimma,ET,2022-07-24 16:04:47,moderate rain,7.6667,36.8333,61.79,95,100,1.72
397,Hovd,MN,2022-07-24 16:04:48,broken clouds,48.0056,91.6419,67.12,25,63,10.76
398,Atar,MR,2022-07-24 16:04:48,clear sky,20.5169,-13.0499,101.52,28,5,9.64
399,Pacific Grove,US,2022-07-24 16:04:49,broken clouds,36.6177,-121.9166,56.43,96,72,3.0
400,Carora,VE,2022-07-24 16:04:49,few clouds,10.1755,-70.0827,88.83,41,12,1.77
401,Periyanayakkanpalaiyam,IN,2022-07-24 16:04:49,mist,11.15,76.9333,78.39,78,40,11.5
402,Fortuna,US,2022-07-24 16:01:15,clear sky,40.5982,-124.1573,53.94,67,9,4.41
403,Anaco,VE,2022-07-24 16:00:11,broken clouds,9.4389,-64.4728,90.03,40,57,8.79
404,Porto Walter,BR,2022-07-24 16:04:50,moderate rain,-8.2686,-72.7439,82.96,78,39,3.51
405,Nikopol,UA,2022-07-24 16:04:51,scattered clouds,47.5712,34.3964,85.91,37,39,9.19
406,Laramie,US,2022-07-24 15:59:54,overcast clouds,41.3114,-105.5911,68.09,60,90,1.99
407,Roma,US,2022-07-24 16:02:39,scattered clouds,43.2128,-75.4557,85.68,58,40,6.91
408,Lavrentiya,RU,2022-07-24 16:04:51,overcast clouds,65.5833,-171.0,40.6,93,100,8.97
409,Beira,MZ,2022-07-24 16:04:52,clear sky,-19.8436,34.8389,69.93,78,0,9.44
410,Wanning,CN,2022-07-24 16:04:52,clear sky,18.8003,110.3967,80.8,82,1,5.53
411,Carutapera,BR,2022-07-24 16:04:52,broken clouds,-1.195,-46.02,87.31,58,64,6.71
412,Kalmunai,LK,2022-07-24 16:04:53,overcast clouds,7.4167,81.8167,81.61,73,100,1.66
413,Candido De Abreu,BR,2022-07-24 16:04:53,broken clouds,-24.5669,-51.3333,81.7,36,80,2.62
414,Cassia,BR,2022-07-24 16:04:54,broken clouds,-20.5831,-46.9219,83.3,28,61,4.09
415,Mount Gambier,AU,2022-07-24 16:04:54,moderate rain,-37.8333,140.7667,58.41,67,100,11.72
416,Aksu,CN,2022-07-24 16:05:54,broken clouds,41.1231,80.2644,94.39,13,70,4.74
417,Aginskoye,RU,2022-07-24 16:05:55,broken clouds,51.1,114.53,60.66,95,62,4.27
418,Bodaybo,RU,2022-07-24 16:05:55,light rain,57.8506,114.1933,65.95,93,100,1.01
419,Tual,ID,2022-07-24 16:05:56,overcast clouds,-5.6667,132.75,78.75,87,89,17.49
420,Belawan,ID,2022-07-24 16:05:56,broken clouds,3.7755,98.6832,79.09,88,77,4.5
421,Nome,US,2022-07-24 16:05:56,overcast clouds,64.5011,-165.4064,46.47,93,100,3.44
422,Havre,FR,2022-07-24 16:05:57,clear sky,49.5833,0.3333,89.35,41,0,8.05
423,Ixtapa,MX,2022-07-24 16:05:57,few clouds,20.7,-105.2,85.23,79,20,5.01
424,Grand Gaube,MU,2022-07-24 16:05:58,clear sky,-20.0064,57.6608,68.4,73,4,4.0
425,Abha,SA,2022-07-24 16:05:58,scattered clouds,18.2164,42.5053,64.65,94,40,16.11
426,Ilam,NP,2022-07-24 16:05:58,overcast clouds,26.9167,87.9167,69.4,94,87,2.71
427,Kismayo,SO,2022-07-24 16:05:59,broken clouds,-0.3582,42.5454,75.7,82,78,18.81
428,Suez,EG,2022-07-24 16:05:59,clear sky,29.9737,32.5263,93.61,23,8,18.59
429,Gizo,SB,2022-07-24 16:06:00,few clouds,-8.103,156.8419,82.11,78,12,10.78
430,Yazoo City,US,2022-07-24 16:06:00,clear sky,32.8551,-90.4056,87.71,58,6,5.84
431,Acara,BR,2022-07-24 16:06:00,scattered clouds,-1.9608,-48.1967,95.0,36,43,4.79
432,Matagami,CA,2022-07-24 16:02:36,broken clouds,49.7502,-77.6328,74.25,59,83,9.62
433,Acapulco,MX,2022-07-24 16:06:01,broken clouds,16.8634,-99.8901,84.02,70,75,3.44
434,Geraldton,AU,2022-07-24 16:06:01,overcast clouds,-28.7667,114.6,52.21,87,100,11.5
435,Vallenar,CL,2022-07-24 16:06:02,clear sky,-28.5708,-70.7581,61.54,64,2,3.69
436,Tautira,PF,2022-07-24 16:06:02,light rain,-17.7333,-149.15,79.3,75,2,13.78
437,Borsa,RO,2022-07-24 16:06:03,light rain,47.6553,24.6633,70.59,82,98,4.05
438,Tommot,RU,2022-07-24 16:06:03,scattered clouds,58.9564,126.2925,68.86,91,39,1.92
439,Uglegorsk,RU,2022-07-24 16:06:04,light rain,49.0833,142.0333,60.03,96,100,2.13
440,Polunochnoye,RU,2022-07-24 16:06:04,light rain,60.8697,60.4153,61.47,96,95,4.92
441,Kyren,RU,2022-07-24 16:06:05,overcast clouds,51.6828,102.1408,57.4,81,100,2.26
442,Boca Do Acre,BR,2022-07-24 16:06:05,broken clouds,-8.7522,-67.3978,94.73,40,78,0.98
443,Kodiak,US,2022-07-24 16:06:05,light rain,57.79,-152.4072,54.91,88,100,11.5
444,Ginda,IN,2022-07-24 16:06:06,overcast clouds,30.6945,78.4932,68.65,90,95,1.21
445,Mumford,GH,2022-07-24 16:06:06,broken clouds,5.2618,-0.759,76.91,76,76,9.86
446,Marsh Harbour,BS,2022-07-24 16:05:29,overcast clouds,26.5412,-77.0636,83.64,69,89,13.94
447,Kamenka,RU,2022-07-24 16:06:07,overcast clouds,51.3223,42.7678,72.45,66,94,1.74
448,Maldonado,UY,2022-07-24 16:02:05,broken clouds,-34.6667,-54.9167,62.22,78,60,5.35
449,Karera,IN,2022-07-24 16:06:07,scattered clouds,25.4667,78.15,82.9,78,43,8.52
450,Mnogovershinnyy,RU,2022-07-24 16:06:08,broken clouds,53.9353,139.9242,64.22,72,63,4.14
451,San Carlos De Bariloche,AR,2022-07-24 16:06:08,overcast clouds,-41.1456,-71.3082,39.24,75,100,3.6
452,Balykshi,KZ,2022-07-24 16:06:08,light intensity shower rain,47.0667,51.8667,75.2,60,75,11.18
453,Sosnogorsk,RU,2022-07-24 16:06:09,overcast clouds,63.6023,53.8817,55.99,81,90,2.91
454,Donghai,CN,2022-07-24 16:06:09,clear sky,22.9459,115.642,84.47,83,2,5.88
455,Lazo,RU,2022-07-24 16:06:10,broken clouds,43.3817,133.9014,60.22,98,84,0.6
456,Rio Gallegos,AR,2022-07-24 16:06:10,clear sky,-51.6226,-69.2181,30.25,74,0,13.8
457,Altona,DE,2022-07-24 16:06:10,clear sky,53.55,9.9333,86.14,40,0,17.27
458,Shalakusha,RU,2022-07-24 16:06:11,light rain,62.2247,40.2539,65.8,94,74,4.36
459,Tanete,ID,2022-07-24 16:06:11,scattered clouds,-3.9443,119.7848,74.03,84,30,7.72
460,Kapoeta,SS,2022-07-24 16:06:12,light rain,4.7717,33.5903,76.82,68,100,15.55
461,Butembo,CD,2022-07-24 16:06:12,light rain,0.15,29.2833,62.85,87,75,1.99
462,Effingham,US,2022-07-24 16:06:12,clear sky,32.3669,-81.3332,90.05,71,1,2.08
463,Oranjestad,AW,2022-07-24 16:06:13,scattered clouds,12.524,-70.027,87.75,58,40,17.27
464,Nanortalik,GL,2022-07-24 16:07:13,overcast clouds,60.1432,-45.2371,49.62,72,100,1.3
465,Souillac,MU,2022-07-24 16:07:14,scattered clouds,-20.5167,57.5167,68.38,77,40,6.91
466,Puerto Vallarta,MX,2022-07-24 16:07:14,few clouds,20.6204,-105.2307,85.91,80,20,5.01
467,Barisal,BD,2022-07-24 16:07:15,overcast clouds,22.7019,90.3711,79.92,86,100,6.46
468,Bengkulu,ID,2022-07-24 16:07:15,moderate rain,-3.8004,102.2655,76.28,90,99,4.97
469,Mandan,US,2022-07-24 16:07:05,clear sky,46.8267,-100.8896,71.37,61,0,5.75
470,Newport,GB,2022-07-24 16:04:35,broken clouds,51.5877,-2.9984,75.69,73,62,19.71
471,Ostrovnoy,RU,2022-07-24 16:07:16,broken clouds,68.0531,39.5131,52.59,79,76,15.03
472,Akyab,MM,2022-07-24 16:07:16,overcast clouds,20.15,92.9,81.61,79,100,5.28
473,Puerto Del Rosario,ES,2022-07-24 16:02:20,clear sky,28.5004,-13.8627,80.35,74,0,8.05
474,Yulara,AU,2022-07-24 16:07:17,clear sky,-25.2406,130.9889,55.78,61,0,16.89
475,Iracoubo,GF,2022-07-24 16:07:17,overcast clouds,5.4802,-53.2011,83.48,72,99,8.57
476,Portland,US,2022-07-24 16:06:00,scattered clouds,45.5234,-122.6762,69.94,82,40,4.61
477,Kalemie,CD,2022-07-24 16:07:18,clear sky,-5.9475,29.1947,75.42,54,7,3.24
478,Okoneshnikovo,RU,2022-07-24 16:07:18,few clouds,54.8377,75.0834,54.88,74,23,4.45
479,Savonlinna,FI,2022-07-24 16:07:19,scattered clouds,61.8699,28.88,64.45,94,40,4.61
480,Breves,BR,2022-07-24 16:07:19,scattered clouds,-1.6822,-50.4803,93.31,42,32,4.18
481,Beloha,MG,2022-07-24 16:07:19,clear sky,-25.1667,45.05,66.52,74,7,5.44
482,Ajdabiya,LY,2022-07-24 16:07:20,clear sky,30.7554,20.2263,85.12,56,0,28.34
483,Lodja,CD,2022-07-24 16:07:20,overcast clouds,-3.4833,23.4333,85.55,42,95,3.36
484,Ketchikan,US,2022-07-24 16:07:21,heavy intensity rain,55.3422,-131.6461,55.87,100,100,13.8
485,Kembe,CF,2022-07-24 16:07:21,light rain,4.6228,21.8865,78.21,83,52,4.29
486,Ponerihouen,NC,2022-07-24 16:07:21,clear sky,-21.0833,165.4,68.32,86,0,5.41
487,Viseu,PT,2022-07-24 16:06:10,scattered clouds,40.661,-7.9097,88.86,21,34,11.45
488,Guia Lopes Da Laguna,BR,2022-07-24 16:07:22,overcast clouds,-21.4578,-56.1142,93.58,20,92,8.81
489,Nagorsk,RU,2022-07-24 16:07:22,clear sky,59.3172,50.8078,73.38,74,1,5.37
490,Morehead,US,2022-07-24 16:05:47,scattered clouds,37.2711,-87.1764,88.79,68,40,6.91
491,Marsaxlokk,MT,2022-07-24 16:07:23,clear sky,35.8419,14.5431,88.41,51,0,16.11
492,Puerto Montt,CL,2022-07-24 16:07:23,overcast clouds,-41.4698,-72.9447,47.23,100,100,0.0
493,Nainpur,IN,2022-07-24 16:07:24,overcast clouds,22.4333,80.1167,74.25,97,99,3.18
494,Aykhal,RU,2022-07-24 16:07:24,broken clouds,66.0,111.5,66.02,78,75,12.33
495,San Ramon,US,2022-07-24 16:03:25,clear sky,37.7799,-121.978,67.6,78,0,4.0
496,Poindimie,NC,2022-07-24 16:07:24,clear sky,-20.9333,165.3333,69.57,83,0,6.46
497,Hollabrunn,AT,2022-07-24 16:07:25,clear sky,48.55,16.0833,90.43,31,9,1.99
498,Wolmirstedt,DE,2022-07-24 16:07:25,broken clouds,52.25,11.6333,87.89,26,69,3.15
499,Mecca,SA,2022-07-24 16:07:26,broken clouds,21.4267,39.8261,92.66,44,62,9.73
500,Chulman,RU,2022-07-24 16:07:26,clear sky,56.8479,124.9104,60.76,77,2,1.95
501,Rimouski,CA,2022-07-24 16:07:27,overcast clouds,48.4488,-68.524,69.49,77,100,7.49
502,Ossipee,US,2022-07-24 16:02:41,overcast clouds,43.6854,-71.1167,92.98,62,96,1.01
503,Booue,GA,2022-07-24 16:07:27,overcast clouds,-0.0921,11.9385,87.08,50,87,3.13
504,Surgut,RU,2022-07-24 16:07:28,clear sky,61.25,73.4167,62.78,63,0,4.47
505,Leningradskiy,RU,2022-07-24 16:07:28,overcast clouds,69.3833,178.4167,34.34,96,100,3.44
506,Lufilufi,WS,2022-07-24 16:07:29,broken clouds,-13.8745,-171.5986,71.38,80,60,17.52
507,Pyapon,MM,2022-07-24 16:07:29,broken clouds,16.2833,95.6833,80.33,86,73,4.63
508,Villazon,BO,2022-07-24 16:07:29,clear sky,-22.0866,-65.5942,54.63,12,0,2.53
509,Troina,IT,2022-07-24 16:07:30,clear sky,37.7854,14.5985,83.91,26,6,1.23
510,Belfast,GB,2022-07-24 16:04:27,broken clouds,54.5833,-5.9333,63.37,93,75,11.5
511,Lajas,PR,2022-07-24 16:08:30,clear sky,18.05,-67.0593,88.25,68,5,18.01
512,Yetkul,RU,2022-07-24 16:08:31,few clouds,54.8221,61.588,69.85,60,15,5.28
513,Osorio,BR,2022-07-24 16:08:31,overcast clouds,-29.8867,-50.2697,79.74,58,95,1.95
514,Balkhash,KZ,2022-07-24 16:08:31,broken clouds,46.844,74.9804,80.49,29,53,9.04
515,Fort-Shevchenko,KZ,2022-07-24 16:08:32,clear sky,44.5086,50.263,74.28,57,4,5.64
516,Gorele,TR,2022-07-24 16:08:32,clear sky,41.0308,39.0031,71.42,71,1,3.44
517,Sassandra,CI,2022-07-24 16:08:33,light rain,4.95,-6.0833,77.67,74,100,8.55
518,Swift Current,CA,2022-07-24 16:08:33,clear sky,50.2834,-107.8014,71.11,41,2,4.09
519,Carmarthen,GB,2022-07-24 16:06:57,overcast clouds,51.8555,-4.3054,65.95,94,100,17.94
520,Sulina,RO,2022-07-24 16:08:33,scattered clouds,45.1559,29.6536,78.66,58,27,14.27
521,Alofi,NU,2022-07-24 16:08:34,overcast clouds,-19.0595,-169.9187,72.59,66,100,17.83
522,Kuching,MY,2022-07-24 16:08:34,few clouds,1.55,110.3333,77.22,94,20,4.61
523,Ampanihy,MG,2022-07-24 16:08:34,scattered clouds,-24.7,44.75,67.6,69,37,6.58
524,Naze,JP,2022-07-24 16:08:35,clear sky,28.3667,129.4833,79.09,85,3,4.0
